"""FabLab""
AC:84:C6:3E:EF:51","""Convertidores Estaticos""
20:AA:4B:AE:FD:0A","""linksys""
00:25:9C:98:4B:7D","""Lab ERNC""
00:90:4C:91:00:03","""AP_1612927617""
BC:54:F9:FC:7F:60","""Vibraciones""
50:C7:BF:DD:C3:B3","""SalaEstudioMecanica""
80:2A:A8:D4:F3:58","""Baxter""
EC:22:80:F3:EB:EA","""Sala Dise\xC3\xB1o""
0A:18:D6:CB:01:A4","""Laboratorio de Redes""
48:F8:B3:22:4C:FA","""Docentes FI""
0E:18:D6:CB:01:A4","""Lab Energia Renovable 2""
98:FC:11:54:32:53","""Microondas""
48:F8:B3:22:4D:4B","""Lab 212""
00:23:CD:18:65:9C","""Ing. Civil Telecomunicaciones""
00:1E:E5:7B:E0:BE","""Die231""
EC:08:6B:42:B5:4A","""eduroam""
84:D4:7E:29:3E:82","""Lab Energias Renovables""
F4:EC:38:D2:09:78","""Lab Sistemas Electronicos""
68:FF:7B:47:9E:A1"
-77,-71,-73,-72,-70,-72,-75,-58,-74,-73,-77,-79,-83,-80,-77,-72,-79,-78,-93
-77,-71,-73,-72,-69,-74,-75,-57,-74,-73,-77,-79,-83,-80,-77,-72,-79,-78,-93
-77,-71,-73,-72,-70,-74,-75,-58,-75,-73,-77,-79,-84,-80,-77,-75,-79,-78,-92
-77,-71,-74,-72,-70,-75,-74,-58,-74,-72,-77,-79,-85,-80,-77,-74,-79,-78,-93
-77,-71,-74,-72,-70,-73,-74,-58,-75,-72,-76,-79,-84,-80,-77,-73,-79,-78,-93
-77,-71,-74,-73,-70,-72,-75,-58,-74,-72,-77,-79,-85,-80,-77,-75,-79,-78,-92
-77,-71,-73,-73,-70,-71,-74,-58,-75,-72,-76,-79,-85,-80,-77,-74,-79,-78,-92
-77,-71,-73,-73,-70,-71,-75,-58,-76,-72,-77,-79,-86,-80,-77,-75,-79,-78,-92
-77,-71,-73,-73,-71,-71,-76,-58,-74,-72,-77,-79,-86,-80,-77,-75,-79,-78,-91
-77,-71,-73,-73,-70,-70,-76,-58,-74,-72,-77,-79,-86,-80,-77,-75,-79,-78,-91
-77,-71,-73,-73,-70,-70,-75,-58,-75,-72,-77,-79,-87,-80,-77,-74,-79,-78,-91
-77,-71,-73,-73,-70,-70,-76,-58,-75,-72,-77,-79,-83,-80,-77,-73,-79,-78,-92
-77,-71,-73,-73,-71,-70,-76,-58,-75,-72,-77,-81,-83,-79,-77,-77,-79,-78,-91
-77,-71,-73,-72,-71,-70,-75,-58,-76,-71,-77,-80,-83,-79,-79,-76,-79,-78,-91
-77,-71,-73,-72,-69,-70,-75,-58,-75,-71,-76,-80,-84,-79,-78,-74,-79,-78,-92
-77,-71,-73,-72,-70,-71,-75,-58,-75,-71,-77,-80,-87,-79,-78,-73,-79,-78,-93
-77,-71,-73,-72,-70,-70,-75,-58,-76,-71,-77,-80,-87,-79,-78,-75,-79,-78,-92
-77,-71,-73,-72,-70,-72,-74,-58,-77,-71,-77,-80,-87,-79,-78,-76,-79,-77,-93
-77,-71,-73,-72,-71,-73,-75,-58,-76,-71,-77,-79,-87,-79,-78,-74,-79,-78,-93
-77,-71,-73,-72,-71,-73,-74,-58,-77,-71,-76,-79,-85,-79,-78,-73,-79,-78,-92
-76,-71,-73,-72,-71,-73,-75,-58,-76,-71,-76,-79,-84,-79,-78,-72,-79,-78,-91
-77,-71,-73,-72,-71,-74,-75,-58,-76,-71,-76,-79,-84,-79,-78,-72,-79,-78,-91
-77,-71,-73,-72,-71,-74,-75,-58,-76,-71,-76,-79,-83,-79,-78,-72,-79,-78,-92
-77,-71,-73,-72,-71,-73,-75,-58,-75,-71,-76,-79,-82,-79,-78,-73,-79,-78,-92
-77,-71,-73,-72,-71,-73,-74,-58,-76,-71,-77,-79,-83,-79,-78,-73,-79,-78,-91
-77,-71,-73,-72,-71,-73,-76,-58,-76,-71,-77,-79,-83,-79,-78,-75,-79,-78,-91
-77,-71,-73,-72,-71,-73,-75,-58,-76,-71,-77,-79,-82,-79,-78,-75,-79,-78,-91
-77,-71,-73,-72,-71,-72,-75,-58,-76,-71,-76,-79,-82,-79,-79,-74,-79,-78,-92
-76,-71,-73,-72,-71,-72,-75,-58,-76,-71,-77,-79,-83,-79,-79,-75,-79,-78,-93
-77,-71,-74,-72,-71,-72,-76,-58,-76,-71,-77,-79,-83,-79,-79,-73,-79,-78,-92
-77,-71,-74,-72,-73,-71,-76,-58,-76,-71,-77,-79,-83,-79,-79,-75,-79,-78,-92
-77,-71,-75,-72,-73,-74,-76,-58,-76,-71,-77,-79,-84,-79,-79,-76,-79,-78,-92
-77,-71,-74,-72,-72,-74,-76,-58,-76,-72,-77,-79,-84,-79,-79,-74,-79,-78,-92
-77,-71,-74,-72,-71,-74,-75,-58,-75,-72,-77,-79,-82,-79,-78,-74,-79,-78,-92
-77,-71,-74,-72,-71,-74,-75,-58,-75,-72,-77,-79,-82,-79,-79,-74,-79,-78,-93
-77,-71,-74,-72,-70,-74,-74,-58,-76,-72,-77,-79,-83,-79,-79,-73,-79,-78,-93
-77,-71,-74,-72,-70,-74,-77,-58,-76,-72,-77,-79,-83,-79,-78,-73,-79,-78,-93
-77,-71,-74,-72,-71,-74,-75,-58,-76,-72,-77,-79,-82,-79,-78,-74,-79,-77,-92
-77,-71,-74,-72,-71,-74,-75,-58,-77,-72,-77,-79,-82,-79,-78,-75,-79,-78,-92
-77,-71,-74,-72,-71,-75,-78,-58,-77,-72,-77,-79,-82,-79,-77,-74,-79,-78,-92
-76,-71,-73,-72,-71,-75,-77,-58,-77,-72,-77,-79,-82,-79,-77,-72,-79,-78,-92
-76,-71,-73,-72,-71,-75,-78,-58,-77,-72,-77,-79,-81,-79,-77,-73,-79,-77,-92
-77,-71,-73,-72,-71,-75,-78,-58,-76,-72,-77,-79,-81,-79,-77,-74,-79,-77,-91
-77,-71,-73,-72,-71,-75,-78,-58,-76,-72,-77,-79,-81,-79,-77,-72,-79,-77,-91
-77,-71,-73,-72,-71,-75,-78,-58,-76,-72,-77,-79,-82,-79,-77,-72,-79,-77,-91
-77,-71,-73,-72,-70,-74,-78,-58,-76,-72,-77,-79,-83,-79,-76,-73,-79,-78,-91
-77,-71,-74,-72,-70,-74,-78,-58,-76,-72,-77,-79,-84,-79,-77,-73,-79,-78,-92
-77,-71,-73,-72,-71,-75,-77,-58,-76,-72,-77,-79,-83,-79,-77,-74,-79,-78,-91
-77,-71,-73,-72,-71,-75,-76,-58,-76,-72,-77,-79,-83,-79,-77,-73,-79,-78,-90
-76,-71,-73,-72,-71,-76,-76,-58,-76,-72,-77,-79,-83,-79,-77,-72,-79,-78,-90
-75,-71,-73,-72,-71,-76,-75,-58,-76,-72,-77,-79,-83,-79,-77,-72,-79,-78,-92
-76,-71,-73,-72,-71,-75,-75,-58,-77,-72,-77,-79,-83,-79,-77,-72,-79,-78,-91
-77,-71,-73,-73,-71,-75,-75,-58,-77,-72,-77,-79,-83,-79,-79,-72,-79,-78,-92
-77,-71,-73,-73,-71,-74,-77,-58,-77,-72,-79,-79,-85,-79,-79,-72,-79,-78,-92
-77,-71,-73,-73,-71,-74,-77,-58,-77,-72,-79,-79,-85,-79,-78,-72,-79,-78,-92
-77,-71,-73,-73,-71,-74,-77,-58,-78,-72,-78,-79,-84,-79,-78,-72,-79,-78,-92
-77,-70,-73,-73,-71,-74,-77,-58,-78,-72,-78,-79,-85,-82,-78,-72,-79,-79,-91
-77,-71,-73,-73,-71,-75,-77,-58,-78,-72,-78,-79,-85,-82,-79,-74,-79,-79,-91
-77,-71,-73,-72,-71,-75,-77,-58,-78,-72,-78,-79,-85,-82,-78,-74,-79,-79,-91
-77,-71,-73,-72,-71,-75,-76,-58,-77,-72,-78,-79,-84,-81,-78,-75,-79,-79,-91
-77,-71,-72,-72,-70,-73,-79,-58,-77,-72,-78,-79,-84,-81,-78,-75,-79,-79,-90
-77,-71,-72,-72,-69,-72,-78,-58,-77,-72,-78,-79,-84,-81,-78,-76,-79,-78,-90
-77,-71,-72,-72,-70,-72,-77,-58,-77,-72,-78,-79,-84,-81,-78,-73,-79,-78,-91
-77,-71,-72,-72,-70,-72,-77,-58,-76,-72,-78,-79,-84,-81,-81,-72,-79,-78,-92
-77,-71,-72,-72,-70,-71,-76,-58,-76,-72,-78,-79,-83,-81,-79,-72,-79,-78,-93
-77,-71,-72,-72,-70,-71,-76,-58,-77,-72,-78,-79,-83,-81,-79,-73,-79,-78,-93
-77,-71,-72,-72,-69,-72,-77,-58,-77,-72,-78,-79,-82,-81,-79,-72,-79,-78,-93
-77,-71,-72,-72,-70,-71,-76,-58,-77,-72,-78,-79,-84,-81,-79,-74,-79,-78,-92
-77,-71,-72,-72,-71,-71,-76,-58,-77,-72,-78,-79,-83,-81,-79,-73,-79,-78,-91
-77,-71,-72,-72,-71,-72,-76,-58,-77,-72,-78,-79,-83,-81,-79,-74,-79,-78,-91
-77,-71,-72,-72,-71,-72,-76,-58,-77,-72,-78,-79,-83,-81,-78,-73,-79,-78,-91
-77,-71,-72,-72,-71,-72,-75,-58,-76,-72,-78,-79,-83,-81,-78,-72,-79,-78,-91
-77,-71,-72,-72,-71,-74,-75,-58,-77,-72,-78,-79,-83,-81,-80,-72,-79,-78,-92
-77,-71,-72,-72,-70,-73,-76,-58,-77,-72,-78,-79,-83,-81,-80,-72,-79,-78,-92
-77,-71,-72,-72,-70,-73,-76,-58,-77,-72,-78,-79,-83,-81,-79,-72,-79,-78,-92
-77,-71,-72,-72,-70,-73,-76,-58,-76,-72,-78,-79,-82,-80,-78,-72,-79,-78,-92
-77,-71,-72,-72,-70,-73,-77,-58,-76,-72,-78,-79,-83,-80,-77,-72,-79,-78,-92
-77,-71,-72,-71,-70,-72,-76,-58,-76,-72,-78,-79,-83,-80,-77,-73,-79,-78,-91
-77,-71,-72,-73,-70,-72,-76,-58,-80,-72,-78,-79,-83,-80,-77,-74,-79,-78,-91
-77,-71,-72,-73,-70,-73,-76,-58,-78,-72,-78,-79,-83,-80,-77,-74,-79,-78,-90
-77,-71,-72,-72,-70,-73,-76,-58,-77,-72,-78,-79,-84,-80,-77,-73,-79,-78,-91
-77,-71,-72,-72,-70,-72,-76,-58,-74,-72,-78,-79,-85,-80,-77,-73,-79,-78,-92
-77,-71,-72,-72,-70,-73,-76,-58,-74,-73,-77,-79,-84,-80,-77,-73,-79,-78,-92
-77,-71,-72,-72,-72,-72,-77,-58,-77,-73,-77,-79,-84,-80,-77,-72,-79,-78,-92
-77,-71,-72,-72,-71,-72,-77,-58,-77,-73,-77,-79,-85,-80,-77,-72,-79,-78,-92
-77,-71,-72,-72,-71,-72,-77,-58,-76,-73,-77,-79,-86,-80,-77,-73,-79,-78,-94
-77,-71,-72,-72,-71,-72,-77,-58,-76,-72,-76,-79,-86,-80,-77,-75,-79,-78,-93
-77,-71,-72,-72,-71,-72,-77,-58,-76,-72,-76,-79,-84,-80,-77,-75,-79,-78,-92
-77,-71,-72,-73,-71,-72,-77,-58,-76,-72,-77,-79,-83,-80,-77,-73,-79,-78,-92
-77,-71,-72,-72,-71,-72,-76,-58,-76,-72,-77,-79,-83,-80,-77,-75,-79,-78,-91
-77,-71,-72,-72,-70,-72,-77,-58,-76,-72,-77,-79,-82,-80,-77,-75,-79,-78,-93
-77,-71,-72,-72,-70,-72,-76,-58,-76,-72,-77,-79,-83,-80,-77,-73,-79,-78,-93
-77,-71,-72,-72,-70,-72,-76,-58,-77,-72,-77,-79,-83,-80,-77,-72,-79,-78,-93
-78,-71,-72,-72,-70,-71,-75,-58,-77,-72,-77,-79,-84,-80,-77,-72,-79,-78,-94
-77,-71,-72,-72,-70,-71,-76,-58,-76,-72,-77,-79,-84,-80,-77,-72,-79,-78,-93
-77,-71,-72,-72,-70,-72,-76,-58,-77,-72,-77,-79,-83,-80,-77,-72,-79,-78,-93
-77,-71,-73,-72,-71,-72,-76,-58,-76,-72,-77,-79,-83,-80,-77,-72,-79,-78,-93
-77,-71,-73,-72,-71,-72,-76,-58,-77,-72,-77,-78,-83,-80,-76,-72,-79,-78,-91
-77,-71,-73,-72,-71,-71,-75,-58,-75,-72,-77,-78,-83,-80,-76,-72,-79,-78,-91
-77,-71,-73,-72,-69,-71,-75,-58,-75,-72,-77,-78,-83,-80,-79,-72,-79,-78,-92
-77,-71,-73,-72,-70,-70,-77,-58,-77,-72,-77,-79,-83,-80,-80,-73,-79,-78,-91
-77,-71,-73,-72,-70,-72,-76,-58,-76,-72,-77,-79,-83,-80,-79,-74,-79,-78,-91
-77,-71,-73,-72,-70,-72,-76,-58,-75,-72,-77,-79,-84,-80,-79,-72,-79,-78,-91
-77,-71,-73,-72,-70,-71,-76,-58,-76,-72,-77,-79,-84,-80,-79,-72,-79,-78,-91
-77,-71,-73,-72,-70,-71,-77,-58,-76,-72,-77,-79,-84,-80,-79,-73,-79,-78,-91
-77,-71,-73,-72,-69,-71,-77,-58,-76,-72,-77,-79,-84,-80,-79,-73,-79,-78,-91
-76,-71,-73,-72,-70,-70,-77,-58,-75,-72,-77,-79,-85,-80,-79,-72,-79,-78,-92
-76,-71,-73,-73,-70,-70,-77,-58,-75,-72,-77,-79,-85,-80,-79,-73,-79,-78,-92
-76,-71,-74,-73,-70,-70,-77,-58,-76,-72,-77,-79,-85,-80,-79,-72,-79,-78,-91
-77,-71,-74,-73,-70,-70,-77,-58,-75,-72,-77,-79,-84,-80,-79,-72,-79,-78,-91
-77,-71,-74,-73,-74,-70,-77,-58,-76,-72,-77,-79,-83,-80,-79,-72,-79,-78,-92
-77,-71,-74,-73,-72,-70,-77,-58,-75,-72,-77,-78,-83,-80,-79,-74,-79,-78,-94
-77,-71,-73,-73,-72,-72,-76,-58,-76,-72,-77,-78,-83,-80,-79,-74,-79,-78,-93
-77,-71,-73,-73,-72,-72,-76,-58,-76,-72,-77,-78,-82,-80,-78,-74,-79,-78,-91
-77,-71,-73,-73,-72,-71,-75,-58,-76,-72,-77,-78,-82,-80,-78,-73,-79,-78,-91
-77,-71,-73,-73,-72,-71,-75,-58,-76,-72,-76,-78,-82,-80,-78,-72,-79,-78,-91
-77,-71,-73,-73,-72,-71,-75,-58,-76,-72,-76,-78,-84,-80,-78,-72,-79,-78,-91
-77,-71,-73,-73,-68,-73,-75,-58,-75,-72,-77,-78,-83,-80,-78,-74,-79,-78,-91
-77,-71,-73,-73,-70,-73,-75,-58,-75,-72,-77,-78,-83,-80,-78,-73,-79,-78,-92
-77,-71,-73,-73,-70,-72,-76,-58,-76,-72,-76,-78,-83,-80,-78,-73,-79,-78,-92
-77,-71,-73,-73,-70,-72,-76,-58,-75,-72,-77,-78,-83,-80,-78,-77,-79,-78,-92
-77,-71,-73,-73,-70,-71,-76,-58,-76,-72,-77,-78,-85,-80,-78,-76,-79,-78,-92
-77,-71,-73,-73,-70,-73,-76,-58,-76,-72,-77,-78,-85,-80,-77,-76,-79,-78,-92
-77,-71,-73,-72,-70,-72,-75,-58,-75,-72,-77,-78,-84,-80,-77,-75,-79,-78,-93
-77,-71,-73,-72,-70,-73,-75,-58,-74,-72,-77,-78,-84,-80,-77,-74,-79,-77,-93
-77,-71,-72,-72,-70,-72,-76,-58,-74,-71,-77,-78,-83,-80,-77,-75,-79,-77,-93
-77,-71,-73,-72,-69,-73,-75,-58,-74,-71,-77,-78,-83,-80,-77,-73,-79,-77,-93
-77,-71,-73,-72,-70,-73,-75,-58,-75,-71,-77,-78,-83,-80,-77,-72,-79,-78,-93
-77,-71,-73,-72,-70,-73,-76,-58,-75,-71,-77,-78,-82,-80,-77,-72,-79,-78,-94
-77,-71,-73,-72,-70,-74,-75,-58,-76,-71,-77,-78,-82,-80,-77,-73,-79,-78,-94
-77,-71,-73,-72,-70,-74,-75,-58,-74,-71,-77,-78,-81,-80,-77,-73,-79,-78,-94
-77,-71,-73,-72,-70,-75,-76,-58,-74,-71,-77,-78,-81,-80,-77,-72,-79,-78,-93
-77,-71,-73,-72,-70,-74,-76,-58,-78,-71,-77,-78,-81,-80,-77,-72,-79,-78,-93
-77,-71,-73,-72,-70,-74,-77,-58,-77,-71,-77,-78,-81,-80,-77,-71,-79,-78,-92
-77,-71,-73,-72,-70,-73,-76,-58,-76,-71,-77,-78,-81,-80,-77,-71,-79,-78,-92
-77,-71,-73,-72,-70,-74,-77,-58,-76,-71,-77,-78,-81,-80,-79,-72,-79,-78,-92
-77,-71,-73,-72,-70,-75,-75,-58,-76,-71,-76,-78,-83,-80,-81,-71,-79,-78,-90
-77,-71,-74,-72,-70,-74,-76,-58,-76,-71,-77,-78,-86,-80,-80,-71,-79,-78,-90
-77,-71,-73,-74,-70,-74,-80,-58,-75,-71,-77,-78,-86,-80,-79,-72,-79,-78,-91
-77,-71,-72,-73,-70,-74,-76,-58,-75,-71,-77,-78,-85,-80,-79,-72,-79,-78,-91
-77,-72,-72,-73,-72,-73,-76,-58,-76,-71,-77,-78,-84,-80,-79,-73,-79,-78,-91
-77,-72,-73,-73,-70,-73,-77,-58,-77,-71,-77,-79,-83,-80,-79,-72,-79,-78,-91
-77,-71,-73,-72,-70,-73,-77,-58,-77,-71,-77,-79,-84,-80,-78,-72,-79,-78,-91
-77,-71,-73,-72,-69,-73,-76,-58,-77,-71,-77,-79,-83,-80,-79,-73,-79,-78,-91
-77,-71,-73,-72,-70,-72,-76,-58,-76,-71,-77,-79,-83,-80,-79,-73,-79,-78,-91
-77,-71,-72,-72,-70,-72,-76,-58,-75,-71,-77,-79,-84,-80,-79,-73,-79,-78,-91
-77,-71,-72,-72,-70,-72,-76,-58,-75,-71,-77,-79,-84,-80,-79,-72,-79,-78,-90
-77,-71,-72,-72,-70,-73,-76,-58,-75,-71,-77,-79,-84,-80,-79,-72,-79,-78,-90
-77,-71,-72,-72,-70,-73,-77,-58,-75,-71,-76,-79,-84,-80,-81,-72,-79,-78,-90
-77,-71,-72,-72,-70,-73,-75,-58,-77,-71,-77,-79,-83,-80,-80,-72,-79,-78,-90
-77,-71,-72,-72,-70,-73,-76,-58,-77,-71,-77,-79,-83,-80,-79,-74,-79,-78,-90
-77,-71,-72,-72,-71,-72,-76,-58,-77,-71,-77,-79,-83,-80,-79,-74,-79,-78,-90
-77,-71,-72,-72,-71,-72,-75,-58,-77,-71,-77,-79,-82,-80,-79,-74,-79,-78,-90
-77,-71,-74,-72,-71,-72,-75,-58,-77,-71,-77,-79,-82,-80,-78,-73,-79,-77,-90
-77,-71,-74,-72,-70,-72,-74,-58,-77,-71,-77,-79,-82,-80,-77,-72,-79,-78,-90
-77,-71,-74,-72,-70,-72,-74,-58,-77,-71,-77,-79,-81,-80,-79,-72,-79,-78,-91
-77,-71,-73,-72,-70,-72,-75,-58,-77,-71,-77,-79,-81,-80,-79,-72,-79,-78,-91
-77,-71,-74,-72,-70,-72,-76,-61,-77,-71,-77,-79,-83,-80,-79,-72,-79,-78,-91
-77,-71,-74,-72,-70,-72,-76,-61,-77,-71,-77,-79,-83,-80,-79,-73,-79,-78,-91
-77,-71,-73,-71,-70,-72,-76,-60,-77,-71,-76,-79,-83,-80,-79,-74,-79,-78,-90
-77,-71,-74,-71,-71,-71,-77,-60,-76,-71,-77,-79,-82,-80,-79,-74,-79,-78,-91
-77,-71,-74,-71,-71,-70,-77,-60,-77,-71,-77,-79,-82,-80,-79,-72,-79,-78,-91
-77,-71,-74,-72,-70,-70,-77,-60,-77,-71,-77,-79,-82,-79,-79,-73,-79,-78,-91
-77,-71,-73,-72,-70,-72,-77,-60,-77,-71,-77,-79,-82,-79,-79,-73,-79,-78,-90
-77,-71,-73,-72,-70,-72,-76,-60,-76,-71,-77,-79,-82,-79,-79,-73,-79,-78,-90
-77,-71,-73,-72,-70,-73,-76,-60,-76,-72,-77,-79,-82,-79,-79,-73,-79,-78,-92
-77,-71,-73,-72,-69,-74,-76,-59,-77,-72,-76,-79,-83,-79,-79,-74,-79,-78,-92
-77,-71,-73,-72,-70,-75,-76,-58,-77,-72,-76,-79,-83,-79,-78,-72,-79,-78,-92
-77,-71,-73,-72,-70,-74,-77,-58,-77,-72,-77,-79,-83,-79,-78,-78,-79,-78,-93
-77,-71,-73,-72,-70,-74,-77,-58,-77,-72,-77,-79,-85,-79,-77,-76,-79,-78,-91
-77,-71,-73,-72,-70,-74,-77,-58,-77,-72,-77,-79,-86,-79,-81,-74,-79,-78,-91
-77,-70,-73,-72,-70,-73,-76,-58,-76,-72,-77,-79,-84,-79,-81,-74,-79,-78,-91
-77,-71,-73,-72,-70,-72,-76,-58,-77,-72,-77,-79,-85,-79,-83,-74,-79,-78,-91
-77,-71,-73,-72,-69,-72,-76,-58,-76,-72,-77,-79,-83,-79,-82,-73,-79,-78,-91
-77,-71,-73,-72,-70,-72,-77,-58,-75,-72,-77,-79,-83,-79,-79,-73,-79,-78,-91
-77,-71,-73,-72,-70,-72,-75,-58,-74,-72,-76,-79,-83,-79,-79,-74,-79,-78,-90
-77,-71,-74,-72,-70,-74,-77,-58,-75,-72,-77,-79,-85,-79,-79,-72,-79,-78,-90
-77,-71,-74,-72,-71,-74,-77,-58,-75,-72,-77,-79,-83,-79,-79,-73,-79,-78,-90
-77,-71,-75,-72,-71,-75,-76,-58,-74,-72,-77,-79,-83,-79,-79,-72,-79,-78,-90
-77,-71,-73,-72,-71,-75,-75,-58,-74,-72,-77,-79,-83,-79,-78,-74,-79,-78,-90
-77,-71,-73,-72,-71,-74,-76,-58,-74,-72,-76,-79,-83,-79,-77,-75,-79,-78,-91
-76,-71,-73,-72,-71,-74,-76,-58,-75,-72,-76,-79,-83,-79,-77,-77,-79,-78,-91
-77,-71,-73,-71,-70,-73,-76,-58,-74,-72,-76,-79,-83,-79,-77,-74,-79,-78,-91
-76,-71,-73,-71,-70,-75,-76,-58,-74,-72,-76,-79,-83,-79,-77,-73,-79,-78,-91
-76,-71,-73,-71,-69,-75,-76,-58,-75,-72,-77,-79,-83,-79,-77,-71,-79,-78,-90
-76,-71,-73,-72,-70,-75,-76,-58,-75,-72,-77,-79,-82,-79,-77,-71,-79,-78,-89
-76,-71,-73,-72,-70,-74,-77,-58,-74,-72,-77,-79,-82,-82,-77,-71,-79,-78,-89
-77,-71,-73,-72,-70,-74,-76,-58,-74,-72,-77,-79,-82,-82,-77,-74,-79,-78,-89
-77,-71,-73,-72,-70,-75,-77,-58,-74,-72,-76,-79,-81,-81,-77,-73,-79,-78,-89
-77,-71,-73,-72,-70,-74,-77,-58,-74,-72,-76,-79,-82,-81,-77,-76,-79,-78,-89
-77,-71,-74,-72,-70,-73,-76,-58,-75,-72,-77,-79,-82,-81,-77,-73,-79,-78,-89
-77,-71,-73,-72,-69,-72,-76,-58,-74,-72,-77,-79,-82,-80,-77,-75,-79,-78,-91
-77,-72,-73,-72,-70,-72,-76,-61,-75,-72,-77,-79,-82,-83,-77,-73,-79,-78,-92
-77,-72,-73,-72,-70,-73,-76,-60,-75,-72,-77,-79,-81,-85,-77,-73,-79,-78,-93
-77,-72,-73,-72,-70,-72,-76,-60,-76,-72,-77,-79,-81,-84,-77,-75,-79,-78,-93
-77,-72,-73,-72,-70,-72,-75,-60,-76,-72,-77,-79,-81,-83,-77,-77,-79,-78,-94
-77,-72,-73,-72,-70,-72,-76,-59,-76,-72,-77,-79,-82,-82,-77,-76,-79,-78,-95
-77,-71,-73,-72,-70,-73,-77,-58,-76,-72,-77,-79,-82,-82,-77,-73,-79,-78,-93
-77,-71,-73,-72,-71,-74,-76,-58,-77,-72,-77,-79,-82,-82,-77,-74,-79,-78,-91
-77,-71,-74,-72,-71,-73,-76,-58,-76,-72,-77,-79,-82,-81,-77,-75,-79,-78,-92
-77,-71,-74,-72,-69,-72,-76,-58,-76,-72,-77,-79,-82,-81,-77,-74,-79,-78,-92
-77,-71,-74,-72,-70,-73,-77,-58,-77,-72,-77,-79,-81,-81,-77,-73,-79,-78,-92
-77,-71,-74,-72,-70,-73,-75,-58,-77,-72,-77,-79,-81,-80,-77,-72,-79,-78,-93
-77,-71,-74,-72,-70,-73,-76,-58,-77,-72,-77,-79,-81,-80,-77,-75,-79,-78,-89
-77,-71,-74,-72,-70,-73,-75,-58,-76,-72,-76,-79,-81,-80,-77,-74,-79,-78,-89
-77,-71,-74,-72,-71,-74,-75,-58,-76,-72,-76,-79,-83,-80,-81,-74,-79,-78,-91
-77,-71,-74,-72,-71,-74,-76,-58,-76,-72,-76,-79,-83,-80,-80,-73,-79,-79,-91
-77,-71,-74,-72,-71,-73,-76,-58,-75,-72,-77,-79,-82,-80,-80,-73,-79,-79,-92
-76,-71,-74,-72,-71,-73,-76,-58,-74,-72,-76,-79,-83,-80,-79,-72,-79,-79,-92
-77,-71,-74,-72,-70,-73,-76,-58,-74,-72,-77,-79,-83,-80,-79,-72,-79,-79,-93
-77,-71,-73,-72,-70,-73,-76,-58,-74,-72,-77,-79,-84,-80,-79,-72,-79,-79,-93
-76,-71,-73,-72,-70,-73,-76,-58,-75,-72,-76,-79,-84,-80,-80,-72,-79,-79,-92
-77,-71,-73,-72,-71,-73,-77,-58,-75,-72,-77,-79,-83,-80,-79,-75,-79,-79,-92
-77,-71,-72,-72,-70,-73,-77,-58,-74,-72,-77,-79,-83,-80,-78,-75,-79,-79,-92
-76,-71,-72,-72,-72,-73,-76,-58,-75,-72,-77,-79,-83,-80,-78,-73,-79,-79,-92
-77,-71,-72,-72,-71,-73,-76,-58,-75,-72,-77,-79,-83,-80,-77,-73,-79,-79,-92
-77,-71,-72,-72,-71,-73,-76,-58,-76,-72,-77,-79,-83,-80,-77,-72,-79,-79,-90
-77,-71,-72,-72,-71,-72,-76,-58,-76,-72,-76,-79,-83,-80,-77,-73,-79,-79,-92
-77,-71,-72,-71,-71,-73,-77,-58,-75,-72,-77,-79,-82,-80,-77,-73,-79,-79,-92
-77,-71,-72,-71,-70,-72,-77,-58,-75,-72,-76,-79,-84,-80,-77,-72,-79,-79,-93
-77,-71,-72,-71,-70,-71,-77,-58,-74,-72,-76,-79,-84,-81,-77,-72,-79,-79,-93
-77,-71,-72,-72,-70,-73,-77,-58,-75,-72,-77,-79,-83,-81,-77,-72,-79,-79,-93
-77,-71,-72,-72,-70,-72,-77,-58,-75,-72,-77,-79,-84,-81,-77,-73,-79,-79,-92
-77,-71,-72,-72,-70,-72,-76,-58,-74,-72,-77,-79,-82,-81,-77,-72,-79,-79,-92
-78,-71,-72,-73,-70,-72,-75,-58,-75,-72,-77,-79,-82,-81,-77,-72,-79,-79,-92
-78,-71,-72,-72,-70,-73,-75,-58,-74,-72,-77,-79,-82,-81,-77,-72,-79,-79,-92
-78,-71,-72,-71,-70,-74,-75,-58,-74,-72,-77,-79,-83,-84,-77,-72,-79,-79,-90
-78,-71,-73,-71,-70,-74,-75,-58,-74,-72,-77,-79,-83,-83,-77,-72,-79,-79,-92
-78,-71,-73,-71,-70,-74,-74,-58,-75,-72,-77,-79,-83,-82,-76,-73,-79,-79,-93
-78,-71,-73,-72,-70,-73,-74,-58,-74,-72,-76,-79,-82,-81,-77,-72,-79,-79,-94
-78,-71,-73,-72,-70,-74,-74,-58,-75,-72,-77,-79,-83,-81,-77,-72,-79,-79,-94
-78,-71,-73,-72,-70,-73,-74,-58,-76,-72,-77,-79,-83,-81,-77,-72,-79,-79,-93
-78,-71,-73,-72,-70,-73,-74,-58,-76,-72,-77,-79,-82,-81,-77,-72,-79,-79,-92
-78,-71,-73,-72,-70,-74,-75,-58,-76,-72,-77,-79,-82,-81,-77,-73,-79,-78,-92
-78,-71,-72,-72,-70,-74,-76,-58,-75,-72,-77,-79,-81,-81,-77,-73,-79,-78,-92
-78,-71,-72,-71,-70,-74,-75,-58,-75,-72,-76,-79,-81,-81,-77,-73,-79,-78,-92
